user_id,problem_id,submission_count,cpu_time_min,cpu_time_max,memory_mean,code_size_mean,total_lines_mean,avg_line_spacing_mean,total_comments_mean,if_else_count_mean,total_variables_mean,loop_count_mean,capitalized_variable_names_mean,percentage_for_loops_mean,Accepted,Runtime Error,Time Limit Exceeded,Wrong Answer
u000085263,p02600,2,29,29,9114,322,18,0.0,0,8,2,0,0,0.0,2,0,0,0
u000085263,p02601,2,30,32,9096,204,14,0.0,0,3,4,1,0,100.0,1,0,0,1
u000085263,p02622,1,69,69,12452,121,11,0.0,0,1,4,1,0,100.0,1,0,0,0
u000085263,p02623,1,225,225,51604,390,14,0.0,0,1,5,2,0,50.0,1,0,0,0
u000085263,p02624,2,2312,3308,9158,210,12,0.0,0,0,4,2,0,83.335,1,0,1,0
u000085263,p02639,1,30,30,9036,60,2,0.0,0,0,1,0,0,0.0,1,0,0,0
u000085263,p02640,2,25,31,9278,326,14,0.0,0,2,4,2,0,50.0,1,0,0,1
u000085263,p02662,7,230,2206,11922,371,14,0.0,0,0,5,2,1,100.0,1,0,6,0
u000085263,p02676,1,27,27,9048,77,6,0.0,0,1,2,0,0,0.0,1,0,0,0
u000085263,p02682,1,28,28,9068,137,8,0.0,0,0,1,0,0,0.0,1,0,0,0
u000085263,p02699,1,24,24,9108,81,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000085263,p02711,1,27,27,9020,56,5,0.0,0,1,1,0,0,0.0,1,0,0,0
u000085263,p02717,1,28,28,9100,47,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u000085263,p02718,1,29,29,9184,223,7,0.0,0,2,1,0,0,0.0,1,0,0,0
u000085263,p02729,1,27,27,9164,98,4,0.0,0,0,2,0,0,0.0,1,0,0,0
u000085263,p02772,2,27,30,9094,150,8,0.0,0,2,3,1,0,100.0,1,0,0,1
u000085263,p02789,1,27,27,9060,74,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000085263,p02801,3,24,27,8971,167,9,0.0,0,0,3,0,0,0.0,1,2,0,0
u000085263,p02812,1,28,28,9144,53,3,0.0,0,0,2,0,0,0.0,1,0,0,0
u000085263,p02830,1,25,25,9148,210,15,0.0,0,0,6,1,0,100.0,1,0,0,0
u000085263,p02836,1,29,29,9144,274,16,0.0,0,2,6,1,1,100.0,1,0,0,0
u000085263,p02847,1,28,28,9036,89,2,0.0,0,0,1,0,0,0.0,1,0,0,0
u000085263,p02848,1,33,33,9076,238,9,0.0,0,0,4,1,0,100.0,1,0,0,0
u000085263,p02879,1,32,32,9168,81,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000085263,p02885,2,26,30,9158,79,5,0.0,0,1,0,0,0,0.0,1,0,0,1
u000085263,p02897,1,26,26,9152,65,3,0.0,0,0,2,0,0,0.0,1,0,0,0
u000085263,p02898,1,66,66,18440,159,9,0.0,0,1,3,1,0,100.0,1,0,0,0
u000085263,p02910,3,27,31,9044,416,25,0.0,0,4,3,2,0,100.0,1,0,0,2
u000085263,p02916,1,23,23,9136,299,10,0.0,0,1,5,1,0,100.0,1,0,0,0
u000085263,p02921,1,28,28,9124,189,14,0.0,0,3,5,0,0,0.0,1,0,0,0
u000085263,p02933,1,29,29,8928,83,6,0.0,0,1,2,0,0,0.0,1,0,0,0
u000085263,p02945,1,33,33,8832,56,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u000085263,p02951,1,30,30,9152,91,6,0.0,0,1,1,0,0,0.0,1,0,0,0
u000085263,p02958,3,30,33,9191,310,18,0.0,0,2,7,2,1,100.0,1,0,0,2
u000085263,p02969,1,27,27,9092,30,2,0.0,0,0,1,0,1,0.0,1,0,0,0
u000085263,p02981,9,22,31,9031,78,4,0.0,0,1,1,0,0,0.0,1,1,0,7
u000085263,p02987,1,27,27,8976,111,6,0.0,0,1,2,0,0,0.0,1,0,0,0
u000085263,p02988,6,25,29,9062,248,13,0.0,0,1,5,2,0,100.0,1,0,0,5
u000085263,p02993,1,28,28,9116,206,12,0.0,0,1,5,1,0,100.0,1,0,0,0
u000085263,p02994,2,27,29,9408,211,10,0.0,0,0,4,0,0,50.0,1,0,0,1
u000085263,p02999,1,25,25,9160,73,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000085263,p03000,2,27,29,9144,193,12,0.0,0,1,4,2,0,100.0,1,0,0,1
u000085263,p03012,5,28,117,12737,262,12,0.0,0,1,5,1,0,100.0,2,0,0,3
u000085263,p03029,1,29,29,9060,84,4,0.0,0,0,2,0,0,0.0,1,0,0,0
u000085263,p03165,1,2206,2206,97124,675,29,0.0,4,4,6,3,0,66.67,0,0,1,0
u000085263,p03262,3,77,97,20329,423,23,0.0,0,1,4,2,0,100.0,1,0,0,2
u000085263,p03363,2,161,2206,38070,396,18,0.0,0,2,5,2,0,100.0,1,0,0,1
u000085263,p03617,1,29,29,9176,125,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u000085263,p03665,1,29,29,9180,165,8,0.0,0,1,3,0,0,0.0,1,0,0,0
u000085263,p03745,2,74,78,20036,416,21,0.0,0,4,5,1,0,100.0,1,1,0,0
u000085263,p03807,1,62,62,20132,146,7,0.0,0,1,3,0,0,0.0,1,0,0,0
u000085263,p03951,2,26,28,9148,240,14,0.0,0,2,4,1,0,100.0,1,0,0,1
u000085263,p04019,1,24,24,9108,452,23,0.0,0,11,5,0,0,0.0,1,0,0,0
u000100945,p02570,4,27,28,9070,161,10,0.1325,0,2,0,0,0,0.0,1,0,0,3
u000113982,p02879,1,17,17,2940,81,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000113982,p03012,1,21,21,3316,196,11,0.0,0,1,6,1,0,100.0,1,0,0,0
u000123984,p03844,1,17,17,2940,91,3,0.0,0,1,0,0,0,0.0,1,0,0,0
u000123984,p03997,2,17,17,2940,74,4,0.0,0,0,4,0,0,0.0,1,0,0,1
u000123984,p04012,2,17,17,3062,204,12,0.0,0,1,4,2,0,100.0,1,0,0,1
u000123984,p04043,6,17,18,2960,125,4,0.0,0,2,1,0,0,0.0,2,0,0,4
u000138965,p02570,2,66,93,68336,224,12,0.16,0,2,2,0,0,50.0,1,1,0,0
u000138965,p02576,1,66,66,61648,139,7,0.0,0,2,1,0,0,0.0,1,0,0,0
u000138965,p02577,1,327,327,85440,137,7,0.0,0,2,2,0,0,0.0,1,0,0,0
u000138965,p02578,1,118,118,105436,238,11,0.0,0,2,3,1,0,100.0,1,0,0,0
u000138965,p02582,2,63,89,68206,264,13,0.09,1,4,2,1,0,100.0,1,1,0,0
u000138965,p02583,1,291,291,100368,507,24,0.16,1,2,4,2,0,100.0,1,0,0,0
u000138965,p02584,6,65,2207,64054,312,15,0.091666667,1,3,2,1,0,83.33333333,1,0,2,3
u000163577,p00000,1,20,20,5524,95,3,0.0,0,0,0,2,0,100.0,1,0,0,0
u000163577,p00002,1,30,30,5592,144,8,0.0,0,0,2,1,0,0.0,1,0,0,0
u000163577,p00003,1,40,40,5596,162,8,0.2,0,1,0,1,0,100.0,1,0,0,0
u000163577,p00004,8,0,30,4888,261,14,0.23625,0,0,6,1,0,0.0,1,1,0,6
u000202147,p02388,1,20,20,5572,28,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u000202147,p02389,1,20,20,5576,68,6,0.0,0,0,0,0,0,0.0,1,0,0,0
u000202147,p02393,1,20,20,5584,66,4,0.0,0,0,1,0,1,0.0,1,0,0,0
u000212387,p02727,1,165,165,29360,257,6,0.0,0,0,4,0,0,0.0,1,0,0,0
u000212387,p02830,1,17,17,2940,140,10,0.0,0,0,4,1,0,100.0,1,0,0,0
u000212387,p02831,2,17,17,2940,148,9,0.155,0,1,1,0,0,0.0,1,1,0,0
u000212387,p02897,2,17,17,2940,70,6,0.0,0,1,1,0,0,0.0,1,0,0,1
u000212387,p02898,1,54,54,11912,123,7,0.0,0,1,2,1,0,100.0,1,0,0,0
u000212387,p02910,2,17,17,2940,102,6,0.0,0,2,1,0,0,0.0,1,0,0,1
u000212387,p02933,1,17,17,2940,72,6,0.0,0,1,2,0,0,0.0,1,0,0,0
u000212387,p02945,1,17,17,2940,54,3,0.0,0,0,0,0,0,0.0,1,0,0,0
u000212387,p02951,1,18,18,2940,78,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000212387,p02958,4,17,165,10959,211,13,0.0,0,1,4,0,1,25.0,1,1,0,2
u000212387,p02975,1,55,55,20372,618,28,0.04,0,8,3,0,1,0.0,1,0,0,0
u000212387,p02981,1,18,18,2940,64,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u000212387,p02987,2,17,17,2940,158,10,0.0,0,1,3,1,3,100.0,1,0,0,1
u000212387,p02988,2,17,18,2940,144,9,0.0,0,1,5,1,0,100.0,1,0,0,1
u000212387,p02989,1,75,75,14008,90,4,0.0,0,0,2,0,0,0.0,1,0,0,0
u000212387,p02993,3,17,17,2981,94,6,0.0,0,1,1,1,1,66.66666667,1,1,0,1
u000212387,p02994,1,17,17,2940,152,8,0.0,0,2,0,0,0,0.0,1,0,0,0
u000212387,p02995,4,17,2104,3496,114,6,0.0,0,0,2,0,0,50.0,1,1,1,1
u000212387,p02996,2,1086,1262,58338,260,16,0.0,0,1,5,2,4,100.0,1,0,0,1
u000212387,p02999,2,17,17,2940,69,5,0.0,0,1,0,0,0,0.0,1,0,0,1
u000212387,p03000,1,18,18,3060,170,10,0.0,0,1,2,1,0,100.0,1,0,0,0
u000212387,p03012,1,17,17,3060,129,7,0.2,0,0,3,1,3,100.0,1,0,0,0
u000212387,p03029,1,20,20,3316,47,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u000212387,p03061,6,57,2105,17131,198,11,0.0,0,0,4,1,4,100.0,0,5,1,0
u000212387,p03073,1,68,68,5536,197,12,0.0,0,2,5,1,0,100.0,1,0,0,0
u000212387,p03086,1,17,17,3060,149,8,0.0,0,1,3,2,0,100.0,1,0,0,0
u000212387,p03243,1,21,21,3316,178,10,0.0,0,2,1,1,1,100.0,0,0,0,1
u000217193,p02928,10,641,1010,3336,620,23,0.108,1,2,8,3,0,100.0,2,0,0,8
u000217253,p04043,1,17,17,3060,282,17,0.0,0,3,2,0,0,0.0,1,0,0,0
u000274293,p02847,1,18,18,2940,144,10,0.0,0,0,2,0,1,0.0,1,0,0,0
u000274293,p02848,6,17,24,3060,174,9,0.0,0,0,6,1,2,100.0,0,3,0,3
u000274293,p02933,2,17,17,2940,76,7,0.0,0,1,2,0,0,0.0,1,0,0,1
u000274293,p02987,1,17,17,2940,145,9,0.0,0,1,2,1,0,100.0,1,0,0,0
u000274293,p02988,3,17,17,3020,173,8,0.0,0,1,3,1,0,100.0,0,0,0,3
u000298463,p02639,1,26,26,9092,112,5,0.0,0,1,1,1,0,100.0,1,0,0,0
u000298463,p02640,2,23,28,9060,111,6,0.25,0,1,0,0,0,0.0,1,1,0,0
u000298463,p02641,4,26,33,9102,270,12,0.0,0,3,2,1,1,100.0,1,0,0,3
u000317780,p00000,1,20,20,7412,165,9,0.33,1,1,0,2,0,100.0,1,0,0,0
u000317780,p00001,1,30,30,7640,316,20,0.46,1,1,3,2,0,100.0,1,0,0,0
u000317780,p00002,3,20,20,7628,272,17,0.453333333,1,1,2,2,0,66.66666667,2,0,0,1
u000317780,p00003,1,30,30,7600,307,16,0.36,1,2,2,1,1,100.0,1,0,0,0
u000317780,p00004,1,20,20,7684,911,46,0.41,1,2,7,3,0,100.0,1,0,0,0
u000317780,p00005,1,20,20,7644,484,25,0.2,0,4,2,1,0,100.0,1,0,0,0
u000317780,p00006,2,30,30,7388,128,8,0.4,0,1,0,1,0,100.0,1,0,0,0
u000317780,p00007,3,20,30,7679,209,14,0.356666667,0,1,4,0,0,33.33333333,1,0,0,2
u000317780,p02255,1,20,20,7704,392,20,0.36,1,2,3,2,0,100.0,1,0,0,0
u000317780,p02263,1,30,30,7708,792,39,0.36,3,5,2,1,0,100.0,1,0,0,0
u000349418,p02711,1,20,20,9096,96,7,0.0,0,1,2,1,0,100.0,1,0,0,0
u000349418,p02719,1,17,17,2940,71,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u000349418,p02732,1,751,751,44672,731,33,0.0,0,3,11,5,2,60.0,1,0,0,0
u000349418,p02742,2,17,17,3000,123,6,0.0,0,2,0,0,0,0.0,1,0,0,1
u000349418,p02786,1,17,17,2940,123,8,0.0,0,1,2,1,1,0.0,1,0,0,0
u000349418,p02813,1,17,17,3064,466,23,0.1,0,2,6,2,2,0.0,1,0,0,0
u000349418,p02899,1,213,213,18944,185,12,0.0,0,0,5,2,2,50.0,1,0,0,0
u000349418,p02911,2,229,230,6806,220,14,0.0,0,1,4,2,0,50.0,1,1,0,0
u000349418,p02917,1,17,17,3060,151,8,0.0,0,0,4,1,1,0.0,1,0,0,0
u000349418,p02987,2,17,17,3062,212,12,0.16,0,4,1,0,0,0.0,1,0,0,1
u000349418,p02988,1,17,17,3060,195,9,0.0,0,1,4,1,0,0.0,1,0,0,0
u000349418,p02989,1,75,75,14556,108,5,0.0,0,0,3,0,0,0.0,1,0,0,0
u000349418,p02993,1,19,19,2940,100,6,0.0,0,1,1,0,0,0.0,1,0,0,0
u000349418,p02994,1,17,17,2940,164,8,0.0,0,2,1,0,0,0.0,1,0,0,0
u000349418,p02995,1,17,17,3064,311,19,0.2,2,0,4,1,0,0.0,1,0,0,0
u000349418,p02996,1,900,900,29456,268,19,0.0,0,2,5,2,1,50.0,1,0,0,0
u000349418,p03012,1,17,17,3064,249,14,0.0,0,1,7,1,2,0.0,1,0,0,0
u000349418,p03029,1,17,17,2940,55,3,0.0,0,0,1,0,1,0.0,1,0,0,0
u000349418,p03067,1,17,17,2940,107,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000349418,p03073,1,85,85,3188,120,8,0.0,0,1,3,1,0,0.0,1,0,0,0
u000349418,p03074,2,2104,2104,4596,453,26,0.0,0,4,7,2,0,50.0,0,0,2,0
u000349418,p03086,1,17,17,2940,201,13,0.0,0,3,3,1,0,100.0,1,0,0,0
u000349418,p03260,1,17,17,2940,88,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000349418,p03261,1,18,18,3064,245,16,0.0,0,3,5,1,0,0.0,1,0,0,0
u000349418,p03265,1,17,17,3064,209,3,0.0,0,0,2,0,2,0.0,1,0,0,0
u000349418,p03292,1,17,17,2940,63,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u000349418,p03338,1,18,18,3064,454,23,0.1,0,3,6,2,0,50.0,1,0,0,0
u000349418,p03387,1,17,17,3060,162,8,0.0,0,1,3,0,1,0.0,1,0,0,0
u000349418,p03409,1,19,19,3064,511,27,0.0,0,2,10,4,4,50.0,1,0,0,0
u000349418,p03424,1,17,17,2940,80,6,0.0,0,1,2,0,2,0.0,1,0,0,0
u000349418,p03425,3,172,185,3064,776,37,0.03,0,10,9,2,3,0.0,0,1,0,2
u000349418,p03434,2,17,19,3060,168,13,0.0,0,1,5,1,1,0.0,1,0,0,1
u000349418,p03472,5,559,584,21104,548,36,0.03,1,2,14,3,6,0.0,1,1,0,3
u000349418,p03473,1,17,17,2940,27,1,0.0,0,0,0,0,0,0.0,1,0,0,0
u000349418,p03474,1,17,17,3064,447,24,0.0,0,4,3,2,2,0.0,1,0,0,0
u000349418,p03475,2,130,3156,3188,462,30,0.035,0,1,9,4,3,22.5,1,0,1,0
u000349418,p03479,2,17,19,3062,84,4,0.0,0,0,1,0,0,0.0,0,0,0,2
u000349418,p03480,2,85,86,5404,264,16,0.0,0,2,3,1,2,0.0,1,1,0,0
u000349418,p03488,2,2121,2125,307318,1716,96,0.03,0,18,17,5,3,20.0,0,0,0,2
u000349418,p03493,1,17,17,2940,132,9,0.0,0,3,1,0,0,0.0,1,0,0,0
u000349418,p03502,1,18,18,3060,120,11,0.0,0,1,4,1,1,0.0,1,0,0,0
u000349418,p03543,1,17,17,3060,180,10,0.0,0,2,3,1,0,100.0,1,0,0,0
u000349418,p03555,2,17,18,3000,112,6,0.0,0,1,2,0,2,0.0,1,1,0,0
u000349418,p03564,1,20,20,3188,157,10,0.0,0,1,4,0,3,0.0,1,0,0,0
u000349418,p03611,2,59,81,14048,180,8,0.0,0,1,3,1,1,100.0,1,1,0,0
u000349418,p03672,1,17,17,3060,340,19,0.0,0,3,5,1,0,0.0,1,0,0,0
u000349418,p03694,1,17,17,2940,124,7,0.0,0,0,3,1,3,100.0,1,0,0,0
u000349418,p03695,4,18,18,3064,430,24,0.04,0,4,8,2,2,62.5,1,0,0,3
u000349418,p03696,3,17,18,3148,875,46,0.0,0,7,8,4,1,33.33333333,1,0,0,2
u000349418,p03738,1,17,17,2940,198,13,0.0,0,4,3,0,0,0.0,1,0,0,0
u000349418,p03745,1,100,100,14480,648,31,0.03,0,8,6,1,1,0.0,0,1,0,0
u000349418,p03971,1,67,67,4340,334,19,0.0,0,3,5,1,1,100.0,1,0,0,0
u000349418,p04012,1,17,17,2940,173,11,0.0,0,2,2,1,0,100.0,1,0,0,0
u000351359,p02570,1,31,31,9180,93,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000351359,p02690,1,949,949,87660,216,12,0.22,0,1,3,2,0,100.0,1,0,0,0
u000423993,p03997,1,18,18,2940,69,7,0.5,0,0,4,0,1,0.0,0,0,0,1
u000475862,p03061,3,18,148,11216,365,22,0.393333333,0,2,5,2,0,100.0,0,2,0,1
u000488654,p02933,7,17,17,2993,220,12,0.162857143,0,2,3,1,1,42.85714286,2,2,0,3
u000502998,p00000,2,10,10,6324,105,4,0.0,0,0,1,2,0,100.0,2,0,0,0
u000502998,p00001,1,10,10,6432,309,20,0.06,0,2,6,4,5,100.0,1,0,0,0
u000502998,p00433,1,20,20,6444,284,26,0.0,0,3,6,2,6,100.0,1,0,0,0
u000513658,p02600,1,26,26,9188,308,19,0.06,1,8,1,0,1,0.0,1,0,0,0
u000513658,p02601,2,32,33,9168,189,13,0.09,1,3,1,1,1,100.0,1,0,0,1
u000513658,p02606,1,29,29,9024,131,9,0.33,1,1,1,1,0,100.0,1,0,0,0
u000513658,p02607,2,24,28,9164,173,11,0.25,1,2,3,1,1,100.0,1,0,0,1
u000513658,p02608,6,22,2206,9194,290,15,0.313333333,1,1,3,4,1,100.0,0,2,1,3
u000513658,p02609,1,2206,2206,9592,310,16,0.07,1,1,5,2,3,50.0,0,0,1,0
u000513658,p02612,1,31,31,9124,103,9,0.33,1,1,2,0,1,0.0,1,0,0,0
u000513658,p02613,1,152,152,9200,332,23,0.16,1,4,6,1,5,100.0,1,0,0,0
u000513658,p02615,1,141,141,31000,332,23,0.22,1,3,4,1,2,100.0,1,0,0,0
u000513658,p02622,1,66,66,9416,119,9,0.33,0,1,3,1,2,100.0,1,0,0,0
u000513658,p02623,4,2206,2206,40014,701,30,0.2125,0,5,6,2,3,91.6675,0,0,0,4
u000513658,p02639,2,20,22,9148,68,8,0.5,1,0,1,0,0,0.0,1,0,0,1
u000513658,p02640,2,20,21,9166,148,11,0.17,1,2,0,0,0,0.0,1,0,0,1
u000513658,p02641,4,19,25,9177,389,20,0.09,1,4,2,1,0,100.0,1,0,0,3
u000513658,p02663,1,22,22,9112,217,8,0.4,0,1,1,0,0,0.0,1,0,0,0
u000513658,p02664,2,41,2205,9554,232,12,0.245,0,2,2,1,0,100.0,1,0,1,0
u000513658,p02677,1,23,23,9448,279,13,0.33,1,1,2,0,0,0.0,1,0,0,0
u000513658,p02678,2,2223,2227,588868,480,25,0.46,1,2,3,3,0,100.0,0,0,0,2
u000513658,p02682,1,23,23,9172,174,15,0.33,1,2,1,0,0,0.0,1,0,0,0
u000513658,p02683,2,107,176,18168,600,28,0.195,1,3,6,4,1,100.0,2,0,0,0
u000513658,p02684,1,2225,2225,599712,294,19,0.8,1,0,4,2,0,100.0,0,0,1,0
u000513658,p02690,2,26,561,9070,171,10,0.14,1,1,2,2,0,100.0,0,0,0,2
u000513658,p02696,3,20,2207,47696,279,12,0.316666667,1,1,2,1,0,66.66666667,0,0,1,2
u000513658,p02699,1,24,24,9092,87,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u000513658,p02711,2,20,20,8992,71,6,0.0,0,1,1,0,0,0.0,2,0,0,0
u000513658,p02719,1,26,26,9040,145,9,0.33,0,1,1,0,0,0.0,1,0,0,0
u000513658,p02742,3,26,30,9103,130,8,0.553333333,0,1,1,0,0,0.0,0,0,0,3
u000513658,p02786,1,28,28,9168,136,11,0.43,0,1,2,1,1,100.0,1,0,0,0
u000513658,p02813,1,29,29,8052,217,11,0.43,0,0,6,0,0,0.0,1,0,0,0
u000513658,p02879,1,17,17,3060,118,9,0.14,0,2,1,0,0,0.0,0,0,0,1
u000513658,p02899,2,85,103,22592,181,10,0.39,0,0,4,2,2,100.0,1,0,0,1
u000513658,p02989,1,68,68,20680,117,8,0.75,0,0,3,0,1,0.0,1,0,0,0
u000513658,p03086,4,17,31,6016,188,14,0.2475,0,1,4,1,1,100.0,1,3,0,0
u000513658,p03137,1,131,131,13968,344,17,0.45,0,1,3,2,0,100.0,1,0,0,0
u000513658,p03265,1,28,28,9068,153,8,0.4,0,0,4,0,0,0.0,1,0,0,0
u000513658,p03338,2,29,38,9550,298,16,0.21,0,2,6,2,4,100.0,2,0,0,0
u000513658,p03434,2,28,29,9098,162,12,0.655,0,0,3,1,1,50.0,2,0,0,0
u000513658,p03474,1,29,29,9024,185,12,0.22,0,3,2,0,1,0.0,1,0,0,0
u000513658,p03544,1,27,27,9052,137,9,0.14,0,1,2,1,2,100.0,1,0,0,0
u000513658,p03611,1,80,80,17224,214,10,0.29,0,0,3,1,1,100.0,1,0,0,0
u000513658,p03672,1,27,27,9004,261,14,0.18,0,1,5,1,1,100.0,1,0,0,0
u000513658,p03695,6,25,33,9119,414,18,0.121666667,0,3,4,1,1,100.0,0,0,0,6
u000513658,p03738,1,25,25,9112,120,9,0.14,0,2,2,0,2,0.0,1,0,0,0
u000513658,p03971,1,87,87,9252,494,22,0.05,0,5,3,1,1,100.0,1,0,0,0
u000513658,p04012,1,28,28,9292,193,14,0.3,0,1,2,1,0,100.0,1,0,0,0
u000531457,p02388,1,0,0,0,5,1,0.0,0,0,0,0,0,0.0,0,1,0,0
u000540018,p02696,5,23,2205,16487,242,11,0.502,1,1,2,0,0,40.0,1,2,2,0
u000540018,p02711,1,20,20,9024,59,5,0.0,0,1,1,0,1,0.0,1,0,0,0
u000551081,p02271,1,5310,5310,5660,272,17,0.07,0,2,6,3,1,100.0,1,0,0,0
u000557170,p02546,1,69,69,62112,840,55,0.51,2,5,4,2,0,100.0,1,0,0,0
u000557170,p02570,1,63,63,62208,856,55,0.56,2,5,4,2,0,100.0,1,0,0,0
u000557170,p02571,2,69,74,67748,1004,63,0.49,2,6,9,4,0,100.0,1,0,0,1
u000557170,p02577,5,60,2208,48206,1042,66,0.478,4,6,6,3,0,73.336,1,0,4,0
u000557170,p02578,1,123,123,36332,1150,66,0.49,2,6,7,3,0,100.0,1,0,0,0
u000557170,p02579,1,96,96,70332,1571,86,0.5,2,6,11,10,0,100.0,0,1,0,0
